,record_id,month,year,AverageTemperatureCelsius,AverageTemperatureUncertaintyCelsius,City,country_id,Country,Latitude,Longitude
5,474381,6,1853,11.059,2.754,Auckland,NEW,New Zealand,36.17S,175.03E
6,474382,7,1853,11.327,1.416,Auckland,NEW,New Zealand,36.17S,175.03E
7,474383,8,1853,11.585,0.861,Auckland,NEW,New Zealand,36.17S,175.03E
8,474384,9,1853,11.432,0.91,Auckland,NEW,New Zealand,36.17S,175.03E
9,474385,10,1853,12.707,1.102,Auckland,NEW,New Zealand,36.17S,175.03E
10,474386,11,1853,13.716,1.251,Auckland,NEW,New Zealand,36.17S,175.03E
11,474387,12,1853,15.47,3.059,Auckland,NEW,New Zealand,36.17S,175.03E
12,474388,1,1854,18.106,2.35,Auckland,NEW,New Zealand,36.17S,175.03E
13,474389,2,1854,18.54,2.032,Auckland,NEW,New Zealand,36.17S,175.03E
14,474390,3,1854,18.316,1.887,Auckland,NEW,New Zealand,36.17S,175.03E
15,474391,4,1854,15.515,1.779,Auckland,NEW,New Zealand,36.17S,175.03E
16,474392,5,1854,14.169,1.395,Auckland,NEW,New Zealand,36.17S,175.03E
17,474393,6,1854,12.51,1.554,Auckland,NEW,New Zealand,36.17S,175.03E
18,474394,7,1854,11.773,1.68,Auckland,NEW,New Zealand,36.17S,175.03E
19,474395,8,1854,11.558,1.308,Auckland,NEW,New Zealand,36.17S,175.03E
20,474396,9,1854,11.884,0.935,Auckland,NEW,New Zealand,36.17S,175.03E
21,474397,10,1854,12.641,3.006,Auckland,NEW,New Zealand,36.17S,175.03E
22,474398,11,1854,14.065,1.668,Auckland,NEW,New Zealand,36.17S,175.03E
23,474399,12,1854,15.572,2.18,Auckland,NEW,New Zealand,36.17S,175.03E
24,474400,1,1855,17.421,2.262,Auckland,NEW,New Zealand,36.17S,175.03E
25,474401,2,1855,17.97,2.85,Auckland,NEW,New Zealand,36.17S,175.03E
26,474402,3,1855,17.588,1.281,Auckland,NEW,New Zealand,36.17S,175.03E
27,474403,4,1855,16.436,1.533,Auckland,NEW,New Zealand,36.17S,175.03E
28,474404,5,1855,14.446,1.222,Auckland,NEW,New Zealand,36.17S,175.03E
29,474405,6,1855,12.69,0.976,Auckland,NEW,New Zealand,36.17S,175.03E
30,474406,7,1855,11.753,0.836,Auckland,NEW,New Zealand,36.17S,175.03E
31,474407,8,1855,11.283,1.579,Auckland,NEW,New Zealand,36.17S,175.03E
32,474408,9,1855,11.45,1.169,Auckland,NEW,New Zealand,36.17S,175.03E
33,474409,10,1855,14.115,1.239,Auckland,NEW,New Zealand,36.17S,175.03E
34,474410,11,1855,14.531,0.979,Auckland,NEW,New Zealand,36.17S,175.03E
35,474411,12,1855,16.067,2.057,Auckland,NEW,New Zealand,36.17S,175.03E
36,474412,1,1856,16.579,3.287,Auckland,NEW,New Zealand,36.17S,175.03E
37,474413,2,1856,16.685,3.271,Auckland,NEW,New Zealand,36.17S,175.03E
38,474414,3,1856,16.737,2.173,Auckland,NEW,New Zealand,36.17S,175.03E
39,474415,4,1856,15.445,2.387,Auckland,NEW,New Zealand,36.17S,175.03E
41,474417,6,1856,11.816,1.992,Auckland,NEW,New Zealand,36.17S,175.03E
42,474418,7,1856,10.517,2.592,Auckland,NEW,New Zealand,36.17S,175.03E
43,474419,8,1856,10.862,2.406,Auckland,NEW,New Zealand,36.17S,175.03E
44,474420,9,1856,11.583,1.556,Auckland,NEW,New Zealand,36.17S,175.03E
45,474421,10,1856,12.171,3.261,Auckland,NEW,New Zealand,36.17S,175.03E
46,474422,11,1856,13.103,3.154,Auckland,NEW,New Zealand,36.17S,175.03E
47,474423,12,1856,17.637,1.456,Auckland,NEW,New Zealand,36.17S,175.03E
48,474424,1,1857,17.536,2.203,Auckland,NEW,New Zealand,36.17S,175.03E
49,474425,2,1857,17.287,3.308,Auckland,NEW,New Zealand,36.17S,175.03E
50,474426,3,1857,16.747,2.342,Auckland,NEW,New Zealand,36.17S,175.03E
51,474427,4,1857,14.756,2.08,Auckland,NEW,New Zealand,36.17S,175.03E
52,474428,5,1857,12.113,2.956,Auckland,NEW,New Zealand,36.17S,175.03E
53,474429,6,1857,11.641,1.254,Auckland,NEW,New Zealand,36.17S,175.03E
54,474430,7,1857,11.482,0.839,Auckland,NEW,New Zealand,36.17S,175.03E
55,474431,8,1857,11.298,0.847,Auckland,NEW,New Zealand,36.17S,175.03E
56,474432,9,1857,11.853,0.968,Auckland,NEW,New Zealand,36.17S,175.03E
57,474433,10,1857,12.216,1.57,Auckland,NEW,New Zealand,36.17S,175.03E
58,474434,11,1857,13.589,2.575,Auckland,NEW,New Zealand,36.17S,175.03E
59,474435,12,1857,15.313,3.676,Auckland,NEW,New Zealand,36.17S,175.03E
60,474436,1,1858,16.139,4.724,Auckland,NEW,New Zealand,36.17S,175.03E
61,474437,2,1858,17.412,2.158,Auckland,NEW,New Zealand,36.17S,175.03E
62,474438,3,1858,17.114,2.698,Auckland,NEW,New Zealand,36.17S,175.03E
63,474439,4,1858,14.207,3.974,Auckland,NEW,New Zealand,36.17S,175.03E
64,474440,5,1858,12.802,3.889,Auckland,NEW,New Zealand,36.17S,175.03E
65,474441,6,1858,11.892,1.398,Auckland,NEW,New Zealand,36.17S,175.03E
66,474442,7,1858,10.578,2.085,Auckland,NEW,New Zealand,36.17S,175.03E
67,474443,8,1858,11.343,1.067,Auckland,NEW,New Zealand,36.17S,175.03E
68,474444,9,1858,11.966,0.931,Auckland,NEW,New Zealand,36.17S,175.03E
69,474445,10,1858,12.556,1.778,Auckland,NEW,New Zealand,36.17S,175.03E
70,474446,11,1858,14.03,2.56,Auckland,NEW,New Zealand,36.17S,175.03E
71,474447,12,1858,16.82,1.437,Auckland,NEW,New Zealand,36.17S,175.03E
72,474448,1,1859,18.104,1.144,Auckland,NEW,New Zealand,36.17S,175.03E
73,474449,2,1859,18.598,1.029,Auckland,NEW,New Zealand,36.17S,175.03E
74,474450,3,1859,17.266,2.073,Auckland,NEW,New Zealand,36.17S,175.03E
75,474451,4,1859,16.12,1.542,Auckland,NEW,New Zealand,36.17S,175.03E
76,474452,5,1859,14.115,1.597,Auckland,NEW,New Zealand,36.17S,175.03E
78,474454,7,1859,11.502,0.718,Auckland,NEW,New Zealand,36.17S,175.03E
79,474455,8,1859,11.05,1.305,Auckland,NEW,New Zealand,36.17S,175.03E
80,474456,9,1859,11.289,0.838,Auckland,NEW,New Zealand,36.17S,175.03E
81,474457,10,1859,14.064,1.124,Auckland,NEW,New Zealand,36.17S,175.03E
82,474458,11,1859,14.775,1.744,Auckland,NEW,New Zealand,36.17S,175.03E
83,474459,12,1859,16.342,1.834,Auckland,NEW,New Zealand,36.17S,175.03E
84,474460,1,1860,18.466,2.418,Auckland,NEW,New Zealand,36.17S,175.03E
85,474461,2,1860,18.78,1.793,Auckland,NEW,New Zealand,36.17S,175.03E
86,474462,3,1860,17.616,1.865,Auckland,NEW,New Zealand,36.17S,175.03E
87,474463,4,1860,16.725,1.185,Auckland,NEW,New Zealand,36.17S,175.03E
88,474464,5,1860,14.618,0.77,Auckland,NEW,New Zealand,36.17S,175.03E
89,474465,6,1860,12.964,1.58,Auckland,NEW,New Zealand,36.17S,175.03E
90,474466,7,1860,11.446,0.897,Auckland,NEW,New Zealand,36.17S,175.03E
91,474467,8,1860,10.816,1.802,Auckland,NEW,New Zealand,36.17S,175.03E
92,474468,9,1860,11.656,1.01,Auckland,NEW,New Zealand,36.17S,175.03E
93,474469,10,1860,13.219,0.724,Auckland,NEW,New Zealand,36.17S,175.03E
94,474470,11,1860,15.604,1.972,Auckland,NEW,New Zealand,36.17S,175.03E
95,474471,12,1860,18.313,4.636,Auckland,NEW,New Zealand,36.17S,175.03E
96,474472,1,1861,17.763,2.562,Auckland,NEW,New Zealand,36.17S,175.03E
97,474473,2,1861,20.547,3.335,Auckland,NEW,New Zealand,36.17S,175.03E
98,474474,3,1861,18.671,1.543,Auckland,NEW,New Zealand,36.17S,175.03E
99,474475,4,1861,17.254,2.321,Auckland,NEW,New Zealand,36.17S,175.03E
100,474476,5,1861,15.739,2.4,Auckland,NEW,New Zealand,36.17S,175.03E
101,474477,6,1861,14.299,2.45,Auckland,NEW,New Zealand,36.17S,175.03E
102,474478,7,1861,12.562,1.301,Auckland,NEW,New Zealand,36.17S,175.03E
103,474479,8,1861,11.309,0.785,Auckland,NEW,New Zealand,36.17S,175.03E
104,474480,9,1861,12.937,1.302,Auckland,NEW,New Zealand,36.17S,175.03E
105,474481,10,1861,14.653,2.349,Auckland,NEW,New Zealand,36.17S,175.03E
106,474482,11,1861,15.922,1.873,Auckland,NEW,New Zealand,36.17S,175.03E
109,474485,2,1862,20.242,3.306,Auckland,NEW,New Zealand,36.17S,175.03E
110,474486,3,1862,18.844,2.374,Auckland,NEW,New Zealand,36.17S,175.03E
111,474487,4,1862,16.697,2.705,Auckland,NEW,New Zealand,36.17S,175.03E
112,474488,5,1862,14.19,1.409,Auckland,NEW,New Zealand,36.17S,175.03E
113,474489,6,1862,12.422,1.438,Auckland,NEW,New Zealand,36.17S,175.03E
114,474490,7,1862,12.488,2.572,Auckland,NEW,New Zealand,36.17S,175.03E
115,474491,8,1862,11.951,1.766,Auckland,NEW,New Zealand,36.17S,175.03E
116,474492,9,1862,13.366,2.369,Auckland,NEW,New Zealand,36.17S,175.03E
117,474493,10,1862,13.328,1.681,Auckland,NEW,New Zealand,36.17S,175.03E
118,474494,11,1862,15.943,2.32,Auckland,NEW,New Zealand,36.17S,175.03E
119,474495,12,1862,16.828,2.351,Auckland,NEW,New Zealand,36.17S,175.03E
120,474496,1,1863,18.861,2.153,Auckland,NEW,New Zealand,36.17S,175.03E
121,474497,2,1863,17.922,3.441,Auckland,NEW,New Zealand,36.17S,175.03E
122,474498,3,1863,17.582,0.821,Auckland,NEW,New Zealand,36.17S,175.03E
123,474499,4,1863,14.813,2.456,Auckland,NEW,New Zealand,36.17S,175.03E
124,474500,5,1863,13.913,1.644,Auckland,NEW,New Zealand,36.17S,175.03E
125,474501,6,1863,12.285,1.716,Auckland,NEW,New Zealand,36.17S,175.03E
126,474502,7,1863,11.521,2.485,Auckland,NEW,New Zealand,36.17S,175.03E
127,474503,8,1863,10.536,2.479,Auckland,NEW,New Zealand,36.17S,175.03E
128,474504,9,1863,11.11,1.719,Auckland,NEW,New Zealand,36.17S,175.03E
129,474505,10,1863,12.857,2.452,Auckland,NEW,New Zealand,36.17S,175.03E
130,474506,11,1863,12.96,2.774,Auckland,NEW,New Zealand,36.17S,175.03E
131,474507,12,1863,15.418,1.173,Auckland,NEW,New Zealand,36.17S,175.03E
132,474508,1,1864,19.624,1.404,Auckland,NEW,New Zealand,36.17S,175.03E
133,474509,2,1864,20.041,3.343,Auckland,NEW,New Zealand,36.17S,175.03E
134,474510,3,1864,17.807,1.796,Auckland,NEW,New Zealand,36.17S,175.03E
135,474511,4,1864,17.264,2.708,Auckland,NEW,New Zealand,36.17S,175.03E
136,474512,5,1864,14.45,1.744,Auckland,NEW,New Zealand,36.17S,175.03E
137,474513,6,1864,12.813,1.267,Auckland,NEW,New Zealand,36.17S,175.03E
138,474514,7,1864,13.008,1.05,Auckland,NEW,New Zealand,36.17S,175.03E
139,474515,8,1864,10.397,1.904,Auckland,NEW,New Zealand,36.17S,175.03E
140,474516,9,1864,13.28,1.693,Auckland,NEW,New Zealand,36.17S,175.03E
141,474517,10,1864,14.631,1.139,Auckland,NEW,New Zealand,36.17S,175.03E
142,474518,11,1864,16.572,1.862,Auckland,NEW,New Zealand,36.17S,175.03E
143,474519,12,1864,19.086,2.055,Auckland,NEW,New Zealand,36.17S,175.03E
144,474520,1,1865,19.352,1.272,Auckland,NEW,New Zealand,36.17S,175.03E
145,474521,2,1865,19.774,1.331,Auckland,NEW,New Zealand,36.17S,175.03E
146,474522,3,1865,18.542,0.85,Auckland,NEW,New Zealand,36.17S,175.03E
147,474523,4,1865,16.477,1.191,Auckland,NEW,New Zealand,36.17S,175.03E
148,474524,5,1865,13.815,1.204,Auckland,NEW,New Zealand,36.17S,175.03E
149,474525,6,1865,12.139,1.41,Auckland,NEW,New Zealand,36.17S,175.03E
150,474526,7,1865,11.327,1.126,Auckland,NEW,New Zealand,36.17S,175.03E
151,474527,8,1865,11.18,0.903,Auckland,NEW,New Zealand,36.17S,175.03E
152,474528,9,1865,12.308,0.75,Auckland,NEW,New Zealand,36.17S,175.03E
153,474529,10,1865,12.791,0.937,Auckland,NEW,New Zealand,36.17S,175.03E
154,474530,11,1865,15.256,0.919,Auckland,NEW,New Zealand,36.17S,175.03E
155,474531,12,1865,16.602,1.419,Auckland,NEW,New Zealand,36.17S,175.03E
156,474532,1,1866,19.087,1.514,Auckland,NEW,New Zealand,36.17S,175.03E
157,474533,2,1866,20.47,2.15,Auckland,NEW,New Zealand,36.17S,175.03E
158,474534,3,1866,18.982,2.811,Auckland,NEW,New Zealand,36.17S,175.03E
159,474535,4,1866,16.433,1.096,Auckland,NEW,New Zealand,36.17S,175.03E
160,474536,5,1866,14.34,2.032,Auckland,NEW,New Zealand,36.17S,175.03E
161,474537,6,1866,12.057,0.742,Auckland,NEW,New Zealand,36.17S,175.03E
162,474538,7,1866,12.538,1.996,Auckland,NEW,New Zealand,36.17S,175.03E
163,474539,8,1866,12.603,1.929,Auckland,NEW,New Zealand,36.17S,175.03E
164,474540,9,1866,13.763,1.586,Auckland,NEW,New Zealand,36.17S,175.03E
165,474541,10,1866,15.183,1.986,Auckland,NEW,New Zealand,36.17S,175.03E
166,474542,11,1866,17.394,2.544,Auckland,NEW,New Zealand,36.17S,175.03E
167,474543,12,1866,18.995,1.092,Auckland,NEW,New Zealand,36.17S,175.03E
168,474544,1,1867,20.283,1.029,Auckland,NEW,New Zealand,36.17S,175.03E
169,474545,2,1867,19.44,0.958,Auckland,NEW,New Zealand,36.17S,175.03E
170,474546,3,1867,18.061,1.221,Auckland,NEW,New Zealand,36.17S,175.03E
171,474547,4,1867,17.111,1.205,Auckland,NEW,New Zealand,36.17S,175.03E
172,474548,5,1867,14.163,0.627,Auckland,NEW,New Zealand,36.17S,175.03E
173,474549,6,1867,11.637,0.664,Auckland,NEW,New Zealand,36.17S,175.03E
174,474550,7,1867,12.606,0.959,Auckland,NEW,New Zealand,36.17S,175.03E
175,474551,8,1867,11.573,1.087,Auckland,NEW,New Zealand,36.17S,175.03E
176,474552,9,1867,13.099,0.742,Auckland,NEW,New Zealand,36.17S,175.03E
177,474553,10,1867,14.005,0.628,Auckland,NEW,New Zealand,36.17S,175.03E
178,474554,11,1867,14.073,2.766,Auckland,NEW,New Zealand,36.17S,175.03E
179,474555,12,1867,17.245,1.599,Auckland,NEW,New Zealand,36.17S,175.03E
180,474556,1,1868,17.616,0.848,Auckland,NEW,New Zealand,36.17S,175.03E
181,474557,2,1868,17.207,1.94,Auckland,NEW,New Zealand,36.17S,175.03E
182,474558,3,1868,17.397,1.313,Auckland,NEW,New Zealand,36.17S,175.03E
183,474559,4,1868,15.709,2.219,Auckland,NEW,New Zealand,36.17S,175.03E
184,474560,5,1868,13.833,1.377,Auckland,NEW,New Zealand,36.17S,175.03E
185,474561,6,1868,12.225,0.99,Auckland,NEW,New Zealand,36.17S,175.03E
186,474562,7,1868,11.999,1.171,Auckland,NEW,New Zealand,36.17S,175.03E
187,474563,8,1868,11.14,0.833,Auckland,NEW,New Zealand,36.17S,175.03E
188,474564,9,1868,12.056,0.751,Auckland,NEW,New Zealand,36.17S,175.03E
189,474565,10,1868,12.951,0.87,Auckland,NEW,New Zealand,36.17S,175.03E
190,474566,11,1868,14.728,1.172,Auckland,NEW,New Zealand,36.17S,175.03E
191,474567,12,1868,15.993,1.206,Auckland,NEW,New Zealand,36.17S,175.03E
192,474568,1,1869,18.208,2.403,Auckland,NEW,New Zealand,36.17S,175.03E
193,474569,2,1869,18.393,2.426,Auckland,NEW,New Zealand,36.17S,175.03E
194,474570,3,1869,17.369,1.019,Auckland,NEW,New Zealand,36.17S,175.03E
195,474571,4,1869,16.178,1.503,Auckland,NEW,New Zealand,36.17S,175.03E
196,474572,5,1869,13.7,0.871,Auckland,NEW,New Zealand,36.17S,175.03E
197,474573,6,1869,12.683,1.075,Auckland,NEW,New Zealand,36.17S,175.03E
198,474574,7,1869,10.805,0.719,Auckland,NEW,New Zealand,36.17S,175.03E
199,474575,8,1869,11.618,0.763,Auckland,NEW,New Zealand,36.17S,175.03E
200,474576,9,1869,12.143,0.621,Auckland,NEW,New Zealand,36.17S,175.03E
201,474577,10,1869,13.327,0.989,Auckland,NEW,New Zealand,36.17S,175.03E
202,474578,11,1869,15.241,0.581,Auckland,NEW,New Zealand,36.17S,175.03E
203,474579,12,1869,17.217,1.675,Auckland,NEW,New Zealand,36.17S,175.03E
204,474580,1,1870,18.539,0.967,Auckland,NEW,New Zealand,36.17S,175.03E
205,474581,2,1870,18.843,1.33,Auckland,NEW,New Zealand,36.17S,175.03E
206,474582,3,1870,17.99,1.082,Auckland,NEW,New Zealand,36.17S,175.03E
207,474583,4,1870,15.572,1.137,Auckland,NEW,New Zealand,36.17S,175.03E
208,474584,5,1870,14.333,1.1,Auckland,NEW,New Zealand,36.17S,175.03E
209,474585,6,1870,13.443,1.103,Auckland,NEW,New Zealand,36.17S,175.03E
210,474586,7,1870,11.837,0.802,Auckland,NEW,New Zealand,36.17S,175.03E
211,474587,8,1870,11.613,0.615,Auckland,NEW,New Zealand,36.17S,175.03E
212,474588,9,1870,12.287,0.909,Auckland,NEW,New Zealand,36.17S,175.03E
213,474589,10,1870,13.928,0.96,Auckland,NEW,New Zealand,36.17S,175.03E
214,474590,11,1870,16.194,1.551,Auckland,NEW,New Zealand,36.17S,175.03E
215,474591,12,1870,15.092,1.319,Auckland,NEW,New Zealand,36.17S,175.03E
216,474592,1,1871,17.175,1.288,Auckland,NEW,New Zealand,36.17S,175.03E
217,474593,2,1871,17.782,1.758,Auckland,NEW,New Zealand,36.17S,175.03E
218,474594,3,1871,17.41,1.013,Auckland,NEW,New Zealand,36.17S,175.03E
219,474595,4,1871,15.367,0.912,Auckland,NEW,New Zealand,36.17S,175.03E
220,474596,5,1871,14.562,0.608,Auckland,NEW,New Zealand,36.17S,175.03E
221,474597,6,1871,12.65,0.536,Auckland,NEW,New Zealand,36.17S,175.03E
222,474598,7,1871,12.318,0.545,Auckland,NEW,New Zealand,36.17S,175.03E
223,474599,8,1871,11.42,0.744,Auckland,NEW,New Zealand,36.17S,175.03E
224,474600,9,1871,11.711,0.619,Auckland,NEW,New Zealand,36.17S,175.03E
226,474602,11,1871,14.764,0.94,Auckland,NEW,New Zealand,36.17S,175.03E
227,474603,12,1871,16.331,0.964,Auckland,NEW,New Zealand,36.17S,175.03E
228,474604,1,1872,19.161,2.603,Auckland,NEW,New Zealand,36.17S,175.03E
229,474605,2,1872,20.013,1.488,Auckland,NEW,New Zealand,36.17S,175.03E
230,474606,3,1872,17.869,1.063,Auckland,NEW,New Zealand,36.17S,175.03E
231,474607,4,1872,16.658,1.705,Auckland,NEW,New Zealand,36.17S,175.03E
232,474608,5,1872,15.151,0.909,Auckland,NEW,New Zealand,36.17S,175.03E
233,474609,6,1872,12.88,1.06,Auckland,NEW,New Zealand,36.17S,175.03E
234,474610,7,1872,12.225,0.93,Auckland,NEW,New Zealand,36.17S,175.03E
235,474611,8,1872,11.096,1.084,Auckland,NEW,New Zealand,36.17S,175.03E
236,474612,9,1872,12.625,0.669,Auckland,NEW,New Zealand,36.17S,175.03E
237,474613,10,1872,12.96,0.828,Auckland,NEW,New Zealand,36.17S,175.03E
238,474614,11,1872,15.625,0.991,Auckland,NEW,New Zealand,36.17S,175.03E
239,474615,12,1872,18.678,1.877,Auckland,NEW,New Zealand,36.17S,175.03E
240,474616,1,1873,17.892,1.187,Auckland,NEW,New Zealand,36.17S,175.03E
241,474617,2,1873,18.163,0.826,Auckland,NEW,New Zealand,36.17S,175.03E
242,474618,3,1873,18.289,1.004,Auckland,NEW,New Zealand,36.17S,175.03E
243,474619,4,1873,15.645,1.731,Auckland,NEW,New Zealand,36.17S,175.03E
244,474620,5,1873,14.644,0.818,Auckland,NEW,New Zealand,36.17S,175.03E
245,474621,6,1873,13.043,0.657,Auckland,NEW,New Zealand,36.17S,175.03E
246,474622,7,1873,11.461,0.677,Auckland,NEW,New Zealand,36.17S,175.03E
247,474623,8,1873,11.867,0.445,Auckland,NEW,New Zealand,36.17S,175.03E
248,474624,9,1873,12.336,1.005,Auckland,NEW,New Zealand,36.17S,175.03E
249,474625,10,1873,13.547,0.841,Auckland,NEW,New Zealand,36.17S,175.03E
250,474626,11,1873,15.204,0.617,Auckland,NEW,New Zealand,36.17S,175.03E
251,474627,12,1873,17.726,0.828,Auckland,NEW,New Zealand,36.17S,175.03E
252,474628,1,1874,19.069,1.572,Auckland,NEW,New Zealand,36.17S,175.03E
253,474629,2,1874,19.061,1.263,Auckland,NEW,New Zealand,36.17S,175.03E
254,474630,3,1874,18.514,1.413,Auckland,NEW,New Zealand,36.17S,175.03E
255,474631,4,1874,16.134,1.002,Auckland,NEW,New Zealand,36.17S,175.03E
256,474632,5,1874,14.339,1.063,Auckland,NEW,New Zealand,36.17S,175.03E
257,474633,6,1874,12.311,1.302,Auckland,NEW,New Zealand,36.17S,175.03E
258,474634,7,1874,11.217,0.749,Auckland,NEW,New Zealand,36.17S,175.03E
259,474635,8,1874,12.111,0.57,Auckland,NEW,New Zealand,36.17S,175.03E
260,474636,9,1874,12.738,0.471,Auckland,NEW,New Zealand,36.17S,175.03E
261,474637,10,1874,12.758,0.568,Auckland,NEW,New Zealand,36.17S,175.03E
262,474638,11,1874,15.013,0.687,Auckland,NEW,New Zealand,36.17S,175.03E
263,474639,12,1874,16.6,0.954,Auckland,NEW,New Zealand,36.17S,175.03E
264,474640,1,1875,18.1,0.913,Auckland,NEW,New Zealand,36.17S,175.03E
265,474641,2,1875,19.389,1.231,Auckland,NEW,New Zealand,36.17S,175.03E
266,474642,3,1875,17.96,0.774,Auckland,NEW,New Zealand,36.17S,175.03E
267,474643,4,1875,17.362,1.057,Auckland,NEW,New Zealand,36.17S,175.03E
268,474644,5,1875,14.552,0.791,Auckland,NEW,New Zealand,36.17S,175.03E
269,474645,6,1875,12.935,0.984,Auckland,NEW,New Zealand,36.17S,175.03E
270,474646,7,1875,12.422,0.884,Auckland,NEW,New Zealand,36.17S,175.03E
271,474647,8,1875,11.279,0.478,Auckland,NEW,New Zealand,36.17S,175.03E
272,474648,9,1875,11.549,0.614,Auckland,NEW,New Zealand,36.17S,175.03E
273,474649,10,1875,13.237,0.603,Auckland,NEW,New Zealand,36.17S,175.03E
274,474650,11,1875,14.331,1.008,Auckland,NEW,New Zealand,36.17S,175.03E
275,474651,12,1875,17.591,0.922,Auckland,NEW,New Zealand,36.17S,175.03E
276,474652,1,1876,18.538,0.98,Auckland,NEW,New Zealand,36.17S,175.03E
277,474653,2,1876,18.995,0.944,Auckland,NEW,New Zealand,36.17S,175.03E
278,474654,3,1876,18.629,0.989,Auckland,NEW,New Zealand,36.17S,175.03E
279,474655,4,1876,16.629,0.953,Auckland,NEW,New Zealand,36.17S,175.03E
280,474656,5,1876,14.604,0.66,Auckland,NEW,New Zealand,36.17S,175.03E
281,474657,6,1876,12.807,1.401,Auckland,NEW,New Zealand,36.17S,175.03E
282,474658,7,1876,12.167,1.066,Auckland,NEW,New Zealand,36.17S,175.03E
283,474659,8,1876,11.792,0.812,Auckland,NEW,New Zealand,36.17S,175.03E
284,474660,9,1876,12.533,0.442,Auckland,NEW,New Zealand,36.17S,175.03E
285,474661,10,1876,14.711,0.813,Auckland,NEW,New Zealand,36.17S,175.03E
286,474662,11,1876,16.021,1.072,Auckland,NEW,New Zealand,36.17S,175.03E
287,474663,12,1876,16.529,1.431,Auckland,NEW,New Zealand,36.17S,175.03E
288,474664,1,1877,18.091,1.396,Auckland,NEW,New Zealand,36.17S,175.03E
289,474665,2,1877,18.606,1.543,Auckland,NEW,New Zealand,36.17S,175.03E
290,474666,3,1877,18.318,0.763,Auckland,NEW,New Zealand,36.17S,175.03E
291,474667,4,1877,15.522,1.274,Auckland,NEW,New Zealand,36.17S,175.03E
292,474668,5,1877,13.672,0.749,Auckland,NEW,New Zealand,36.17S,175.03E
293,474669,6,1877,12.346,1.564,Auckland,NEW,New Zealand,36.17S,175.03E
294,474670,7,1877,10.949,0.675,Auckland,NEW,New Zealand,36.17S,175.03E
295,474671,8,1877,11.711,1.002,Auckland,NEW,New Zealand,36.17S,175.03E
296,474672,9,1877,11.914,0.666,Auckland,NEW,New Zealand,36.17S,175.03E
297,474673,10,1877,13.666,0.854,Auckland,NEW,New Zealand,36.17S,175.03E
298,474674,11,1877,15.431,0.937,Auckland,NEW,New Zealand,36.17S,175.03E
299,474675,12,1877,16.605,2.059,Auckland,NEW,New Zealand,36.17S,175.03E
300,474676,1,1878,16.902,1.321,Auckland,NEW,New Zealand,36.17S,175.03E
301,474677,2,1878,17.318,1.734,Auckland,NEW,New Zealand,36.17S,175.03E
302,474678,3,1878,17.821,1.258,Auckland,NEW,New Zealand,36.17S,175.03E
303,474679,4,1878,16.77,1.109,Auckland,NEW,New Zealand,36.17S,175.03E
304,474680,5,1878,13.407,1.14,Auckland,NEW,New Zealand,36.17S,175.03E
305,474681,6,1878,13.021,0.999,Auckland,NEW,New Zealand,36.17S,175.03E
306,474682,7,1878,11.357,0.853,Auckland,NEW,New Zealand,36.17S,175.03E
307,474683,8,1878,10.948,0.844,Auckland,NEW,New Zealand,36.17S,175.03E
308,474684,9,1878,13.365,0.94,Auckland,NEW,New Zealand,36.17S,175.03E
309,474685,10,1878,13.465,0.801,Auckland,NEW,New Zealand,36.17S,175.03E
310,474686,11,1878,15.731,1.246,Auckland,NEW,New Zealand,36.17S,175.03E
311,474687,12,1878,18.246,1.367,Auckland,NEW,New Zealand,36.17S,175.03E
312,474688,1,1879,17.901,0.984,Auckland,NEW,New Zealand,36.17S,175.03E
313,474689,2,1879,17.448,1.102,Auckland,NEW,New Zealand,36.17S,175.03E
314,474690,3,1879,18.136,0.639,Auckland,NEW,New Zealand,36.17S,175.03E
315,474691,4,1879,14.962,1.344,Auckland,NEW,New Zealand,36.17S,175.03E
316,474692,5,1879,14.944,1.166,Auckland,NEW,New Zealand,36.17S,175.03E
317,474693,6,1879,12.379,0.805,Auckland,NEW,New Zealand,36.17S,175.03E
318,474694,7,1879,11.365,1.003,Auckland,NEW,New Zealand,36.17S,175.03E
319,474695,8,1879,11.324,0.783,Auckland,NEW,New Zealand,36.17S,175.03E
320,474696,9,1879,13.273,0.745,Auckland,NEW,New Zealand,36.17S,175.03E
321,474697,10,1879,13.446,0.743,Auckland,NEW,New Zealand,36.17S,175.03E
322,474698,11,1879,15.883,0.818,Auckland,NEW,New Zealand,36.17S,175.03E
323,474699,12,1879,17.119,0.867,Auckland,NEW,New Zealand,36.17S,175.03E
324,474700,1,1880,18.42,1.124,Auckland,NEW,New Zealand,36.17S,175.03E
325,474701,2,1880,19.697,1.056,Auckland,NEW,New Zealand,36.17S,175.03E
326,474702,3,1880,18.805,0.82,Auckland,NEW,New Zealand,36.17S,175.03E
327,474703,4,1880,16.959,1.016,Auckland,NEW,New Zealand,36.17S,175.03E
328,474704,5,1880,14.981,0.706,Auckland,NEW,New Zealand,36.17S,175.03E
329,474705,6,1880,12.305,0.703,Auckland,NEW,New Zealand,36.17S,175.03E
330,474706,7,1880,11.915,0.928,Auckland,NEW,New Zealand,36.17S,175.03E
331,474707,8,1880,11.659,0.931,Auckland,NEW,New Zealand,36.17S,175.03E
332,474708,9,1880,13.152,0.725,Auckland,NEW,New Zealand,36.17S,175.03E
333,474709,10,1880,13.54,1.151,Auckland,NEW,New Zealand,36.17S,175.03E
